t,delta,force,overlap,vel
3.474e-08,6.30423535850538e-07,7.85028240769408e-09,4.57646414946192e-09,-2.06177452876272
3.476e-08,6.30382301786747e-07,8.62219424515044e-09,4.617698213253e-09,-2.06162483567223
3.478e-08,6.30341070857111e-07,9.39581972602391e-09,4.65892914288898e-09,-2.06146109756212
3.48e-08,6.30299843342844e-07,1.01707686329612e-08,4.70015665715597e-09,-2.06128328683313
3.482e-08,6.30258619525638e-07,1.0949077353721e-08,4.74138047436196e-09,-2.06109136092648
3.484e-08,6.30217399688407e-07,1.17287434556743e-08,4.78260031159296e-09,-2.06088527697479
3.486e-08,6.30176184114559e-07,1.25099463866668e-08,4.82381588544095e-09,-2.06066500867704
3.488e-08,6.3013497308806e-07,1.32942672830629e-08,4.86502691193994e-09,-2.06043051373294
3.49e-08,6.3009376689401e-07,1.40798423240942e-08,4.90623310598998e-09,-2.06018175241107
3.492e-08,6.30052565817964e-07,1.48672309223965e-08,4.94743418203591e-09,-2.0599186968338
3.494e-08,6.30011370146136e-07,1.56573666961653e-08,4.98862985386395e-09,-2.05964130555561
3.496e-08,6.29970180165741e-07,1.64487181282716e-08,5.02981983425897e-09,-2.05934954256439
3.498e-08,6.29928996164434e-07,1.72421587420311e-08,5.07100383556594e-09,-2.05904337782751
3.5e-08,6.29887818430628e-07,1.80379764777466e-08,5.11218156937194e-09,-2.05872277075759
3.502e-08,6.29846647253604e-07,1.88349708758593e-08,5.15335274639596e-09,-2.05838768905972
3.504e-08,6.29805482923066e-07,1.96343297567184e-08,5.19451707693397e-09,-2.05803810055386
3.506e-08,6.29764325729581e-07,2.04356956475261e-08,5.23567427041896e-09,-2.05767396551422
3.508e-08,6.29723175964445e-07,2.12381986992434e-08,5.27682403555492e-09,-2.05729525536825
3.51e-08,6.29682033919367e-07,2.20433419715515e-08,5.31796608063291e-09,-2.05690193578912
3.512e-08,6.29640899887014e-07,2.28501213100771e-08,5.359100112986e-09,-2.05649396791621
3.514e-08,6.2959977416065e-07,2.36579978065981e-08,5.40022583934999e-09,-2.05607132691144
3.516e-08,6.29558657033937e-07,2.44687914389331e-08,5.44134296606291e-09,-2.05563397629504
3.518e-08,6.29517548801598e-07,2.52808486093623e-08,5.48245119840197e-09,-2.05518187807528
3.52e-08,6.29476449758814e-07,2.60940978458367e-08,5.52355024118593e-09,-2.05471500993693
3.522e-08,6.29435360201201e-07,2.69102721469095e-08,5.56463979879892e-09,-2.05423333446571
3.524e-08,6.29394280425436e-07,2.77274706171712e-08,5.60571957456393e-09,-2.05373681577309
3.526e-08,6.2935321072857e-07,2.85461566794346e-08,5.64678927142991e-09,-2.05322543103351
3.528e-08,6.29312151408194e-07,2.93673760137158e-08,5.68784859180601e-09,-2.05269914370751
3.53e-08,6.29271102762821e-07,3.01895783292391e-08,5.72889723717897e-09,-2.05215792184124
3.532e-08,6.29230065091321e-07,3.10135665108419e-08,5.76993490867895e-09,-2.05160174027291
3.534e-08,6.2918903869321e-07,3.18396929883511e-08,5.81096130679e-09,-2.05103056334182
3.536e-08,6.29148023868787e-07,3.26667607688456e-08,5.85197613121291e-09,-2.05044436306221
3.538e-08,6.29107020918688e-07,3.34959161266909e-08,5.89297908131195e-09,-2.04984311190924
3.54e-08,6.29066030144311e-07,3.43268109235231e-08,5.93396985568899e-09,-2.04922677510501
3.542e-08,6.29025051847684e-07,3.51586048593528e-08,5.974948152316e-09,-2.04859532867155
3.544e-08,6.28984086331164e-07,3.59927921943271e-08,6.015913668836e-09,-2.04794874268801
3.546e-08,6.28943133897976e-07,3.6828315549948e-08,6.0568661020239e-09,-2.04728698326341
3.548e-08,6.28902194851833e-07,3.76646953994916e-08,6.09780514816693e-09,-2.04661003047336
3.55e-08,6.28861269496757e-07,3.85037792388439e-08,6.13873050324295e-09,-2.04591785196207
3.552e-08,6.28820358137755e-07,3.93437904543526e-08,6.17964186224491e-09,-2.04521041472962
3.554e-08,6.28779461080168e-07,4.01848818559554e-08,6.22053891983194e-09,-2.04448770053236
3.556e-08,6.28738578629733e-07,4.10284594850774e-08,6.26142137026698e-09,-2.04374967696063
3.558e-08,6.2869771109309e-07,4.18728169203228e-08,6.3022889069099e-09,-2.04299631433444
3.56e-08,6.2865685877716e-07,4.27185879919464e-08,6.34314122283992e-09,-2.04222759272096
3.562e-08,6.28616021989381e-07,4.35664130548876e-08,6.383978010619e-09,-2.04144348060824
3.564e-08,6.28575201037936e-07,4.44149741297199e-08,6.42479896206395e-09,-2.04064395264222
3.566e-08,6.28534396231275e-07,4.52652884858322e-08,6.46560376872498e-09,-2.03982898620152
3.568e-08,6.28493607878488e-07,4.61172179310808e-08,6.50639212151192e-09,-2.03899855067619
3.57e-08,6.28452836289248e-07,4.69698391271295e-08,6.54716371075196e-09,-2.0381526251029
3.572e-08,6.28412081773483e-07,4.78245600619628e-08,6.58791822651691e-09,-2.03729118411408
3.574e-08,6.28371344641884e-07,4.86804498964523e-08,6.62865535811594e-09,-2.03641419800609
3.576e-08,6.28330625205563e-07,4.95369867589577e-08,6.66937479443691e-09,-2.03552165027673
3.578e-08,6.28289923775873e-07,5.03959772358997e-08,6.71007622412693e-09,-2.03461351274903
3.58e-08,6.28249240665053e-07,5.12556825276029e-08,6.75075933494698e-09,-2.03368975662999
